AccX,AccY,AccZ,Dist
-0.02,-0.01,-0.93,23.0
-0.03,-0.0,-0.94,19.0
-0.03,-0.0,-0.93,20.0
-0.03,-0.01,-0.94,24.0
-0.03,-0.05,-0.94,27.0
-0.02,-0.0,-0.94,25.0
-0.03,-0.0,-0.94,30.0
-0.03,-0.0,-0.93,30.0
-0.02,-0.01,-0.94,31.0
-0.02,-0.0,-0.93,32.0
-0.03,-0.0,-0.94,33.0
-0.03,-0.0,-0.94,30.0
-0.02,-0.01,-0.95,30.0
-0.02,0.0,-0.94,25.0
-0.03,-0.01,-0.93,26.0
-0.02,0.0,-0.93,27.0
-0.03,-0.01,-0.93,25.0
-0.03,-0.0,-0.94,26.0
-0.02,-0.0,-0.94,26.0
-0.02,0.0,-0.94,28.0
-0.02,-0.0,-0.93,27.0
-0.02,-0.0,-0.94,27.0
-0.02,-0.0,-1.0,25.0
-0.03,0.01,-0.94,24.0
-0.02,-0.0,-0.94,28.0
-0.03,-0.0,-0.94,28.0
-0.02,-0.0,-0.94,31.0
-0.03,0.0,-0.92,29.0
-0.02,-0.01,-0.93,25.0
-0.03,-0.0,-0.94,24.0
-0.02,0.0,-0.94,24.0
-0.03,-0.0,-0.95,25.0
-0.02,0.0,-0.94,23.0
-0.03,-0.0,-0.94,24.0
-0.03,0.0,-0.94,26.0
-0.03,0.0,-0.93,28.0
-0.02,-0.0,-0.95,24.0
-0.03,-0.0,-0.93,26.0
-0.03,0.0,-0.94,29.0
-0.02,-0.01,-0.94,24.0
-0.02,0.0,-0.93,26.0
-0.02,-0.0,-0.93,25.0
-0.02,-0.0,-0.94,26.0
-0.02,-0.0,-0.94,24.0
-0.03,-0.0,-0.93,24.0
-0.02,-0.02,-0.94,27.0
-0.02,0.0,-0.93,24.0
-0.02,-0.0,-0.93,24.0
-0.02,-0.0,-0.93,24.0
-0.01,-0.01,-0.93,24.0
-0.02,-0.01,-0.94,30.0
-0.02,-0.0,-0.94,21.0
-0.02,0.0,-0.94,27.0
-0.02,-0.01,-0.93,27.0
-0.02,0.0,-0.93,25.0
-0.03,-0.0,-0.94,24.0
-0.02,-0.01,-0.93,23.0
-0.03,-0.0,-0.93,24.0
-0.03,0.0,-0.94,26.0
-0.02,-0.0,-0.93,26.0
-0.03,-0.0,-0.94,26.0
-0.02,0.01,-0.94,23.0
-0.02,-0.01,-0.94,26.0
-0.03,0.0,-0.93,26.0
-0.02,-0.0,-0.94,27.0
-0.02,0.0,-0.94,22.0
-0.02,-0.01,-0.93,24.0
-0.03,-0.06,-0.93,27.0
-0.03,0.0,-0.93,26.0
-0.03,-0.0,-0.93,24.0
-0.03,-0.0,-0.94,25.0
-0.03,0.0,-0.94,25.0
-0.02,-0.0,-0.94,26.0
-0.02,-0.0,-0.94,26.0
-0.03,0.0,-0.94,24.0
-0.01,-0.0,-0.93,28.0
-0.03,0.0,-0.94,26.0
-0.03,0.01,-0.94,25.0
-0.02,-0.06,-0.94,26.0
-0.02,-0.0,-0.94,28.0
-0.01,0.0,-0.94,27.0
-0.03,-0.0,-0.94,26.0
-0.02,-0.06,-0.93,25.0
-0.02,-0.0,-0.93,26.0
-0.02,-0.0,-0.93,28.0
